,maker_num,model_num,detail_num,cost,exchange,repair
1892,1,556,1682,236877.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1893,1,556,1682,288509.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1896,1,556,1682,619919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1898,1,556,1682,336959.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1899,1,556,1682,715077.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1900,1,556,1682,715077.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1901,1,556,1682,336959.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1903,1,556,1682,619919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1906,1,556,1682,288509.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1907,1,556,1682,236877.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1908,1,556,1682,825967.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1909,1,556,1682,236759.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1911,1,556,1682,257118.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1920,1,556,1682,204170.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
1921,1,556,1682,269689.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1922,1,556,1682,574959.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1923,1,556,1682,619129.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1924,1,556,1682,342119.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1926,1,556,1682,1016369.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1927,1,556,1682,1790789.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1928,1,556,1682,1024789.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1929,1,556,1682,591389.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1930,1,556,1682,943737.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1931,1,556,1682,670049.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
1932,1,556,1682,674789.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1933,1,556,1682,1025129.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1934,1,556,1682,1034649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1936,1,556,1682,324579.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1937,1,556,1682,728019.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1938,1,556,1682,712549.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1942,1,556,1682,146610.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
1943,1,556,1682,354609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1944,1,556,1682,586909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1946,1,556,1682,678439.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1949,1,556,1682,850359.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1950,1,556,1682,696067.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1951,1,556,1682,307228.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1955,1,556,1682,423719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1956,1,556,1682,499209.0,Side mirror:exchange,Side mirror:exchange
1957,1,556,1682,194839.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
1958,1,556,1682,299549.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1961,1,556,1682,1157797.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1962,1,556,1682,389427.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1965,1,556,1682,570609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1966,1,556,1682,258069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1967,1,556,1682,390589.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1969,1,556,1682,362747.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1970,1,556,1682,788629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1972,1,556,1682,620909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1973,1,556,1682,297469.0,Side mirror:exchange,Side mirror:exchange
1974,1,556,1682,475769.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
1975,1,556,1682,587599.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1977,1,556,1682,392207.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1978,1,556,1682,322704.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1979,1,556,1682,345487.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1980,1,556,1682,317207.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1985,1,556,1682,417550.0,Wheel:exchange,Wheel:exchange
1992,1,556,1682,25200.0,Wheel:exchange,Wheel:exchange
2002,1,556,1682,667628.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2003,1,556,1682,656319.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2006,1,556,1682,456510.0,Wheel:exchange,Wheel:exchange
2008,1,556,1682,346459.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2009,1,556,1682,312378.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2010,1,556,1682,449889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2011,1,556,1682,796869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2012,1,556,1682,319442.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2013,1,556,1682,489998.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2014,1,556,1682,234618.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2015,1,556,1682,196999.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2016,1,556,1682,590531.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2017,1,556,1682,292582.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2018,1,556,1682,613249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2019,1,556,1682,795509.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2026,1,556,1682,205160.0,Wheel:exchange,Wheel:exchange
2029,1,556,1682,420669.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2034,1,556,1682,550032.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2041,1,556,2036,179872.0,Wheel:exchange,Wheel:exchange
2049,1,556,2036,270538.0,"Front bumper:coating,exchange","Front bumper:coating,exchange"
2051,1,556,2036,292230.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2055,1,556,2036,584520.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2061,1,556,2036,285190.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2070,1,556,2036,162600.0,Wheel:exchange,Wheel:exchange
2071,1,556,2036,180600.0,Wheel:exchange,Wheel:exchange
2078,1,556,2036,180600.0,Wheel:exchange,Wheel:exchange
2079,1,556,2036,162600.0,Wheel:exchange,Wheel:exchange
2088,1,556,2036,285190.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2094,1,556,2036,584520.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2099,1,1110,2098,309282.0,Wheel:exchange,Wheel:exchange
2102,1,1110,2098,309282.0,Wheel:exchange,Wheel:exchange
2107,1,536,2105,98600.0,Wheel:exchange,Wheel:exchange
2119,1,536,2105,325600.0,Wheel:exchange,Wheel:exchange
2121,1,536,2105,341144.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2123,1,536,2105,156027.0,Wheel:exchange,Wheel:exchange
2124,1,536,2105,171481.0,Wheel:exchange,Wheel:exchange
2125,1,536,2105,180572.0,Wheel:exchange,Wheel:exchange
2132,1,536,2105,296739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2133,1,536,2105,314539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2136,1,536,2105,82090.0,Wheel:exchange,Wheel:exchange
2141,1,536,2105,332814.0,Wheel:exchange,Wheel:exchange
2142,1,536,2105,532989.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2153,1,536,2105,396760.0,Wheel:exchange,Wheel:exchange
2160,1,536,2105,343728.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2165,1,536,2105,214590.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2168,1,536,2105,322390.0,Wheel:exchange,Wheel:exchange
2170,1,536,2105,108480.0,Wheel:exchange,Wheel:exchange
2171,1,536,2105,437929.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2172,1,536,2105,401849.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2175,1,536,2105,400919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2176,1,536,2105,499728.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2178,1,536,2105,731649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2180,1,536,2105,303458.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2182,1,536,2105,293478.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2199,1,536,2105,182920.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2205,1,536,2105,533620.0,Wheel:exchange,Wheel:exchange
2213,1,536,2105,434800.0,Wheel:exchange,Wheel:exchange
2224,1,536,2105,647639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2226,1,536,2105,2943309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2228,1,536,2105,727632.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2229,1,536,2105,577069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2232,1,536,2105,162600.0,Wheel:exchange,Wheel:exchange
2233,1,536,2105,172200.0,Wheel:exchange,Wheel:exchange
2234,1,536,2105,504598.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2237,1,536,2105,394772.0,Wheel:exchange,Wheel:exchange
2239,1,536,2105,936889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2240,1,536,2105,565039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2245,1,536,2105,27000.0,Wheel:exchange,Wheel:exchange
2246,1,536,2105,363500.0,Wheel:exchange,Wheel:exchange
2253,1,536,2105,876949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2254,1,536,2105,200040.0,Wheel:exchange,Wheel:exchange
2261,1,536,2105,200040.0,Wheel:exchange,Wheel:exchange
2262,1,536,2105,876949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2269,1,536,2105,363500.0,Wheel:exchange,Wheel:exchange
2270,1,536,2105,27000.0,Wheel:exchange,Wheel:exchange
2275,1,536,2105,565039.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2276,1,536,2105,936889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2278,1,536,2105,394772.0,Wheel:exchange,Wheel:exchange
2281,1,536,2105,504598.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2282,1,536,2105,172200.0,Wheel:exchange,Wheel:exchange
2283,1,536,2105,162600.0,Wheel:exchange,Wheel:exchange
2286,1,536,2105,577069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2287,1,536,2105,727632.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2289,1,536,2105,2943309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2291,1,536,2105,647639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2302,1,536,2105,434800.0,Wheel:exchange,Wheel:exchange
2310,1,536,2105,533620.0,Wheel:exchange,Wheel:exchange
2316,1,536,2105,182920.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2333,1,536,2105,293478.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2335,1,536,2105,303458.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2337,1,536,2105,731649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2339,1,536,2105,499728.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2340,1,536,2105,400919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2343,1,536,2105,401849.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2344,1,536,2105,437929.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2345,1,536,2105,108480.0,Wheel:exchange,Wheel:exchange
2347,1,536,2105,322390.0,Wheel:exchange,Wheel:exchange
2365,2364,2364,2364,402800.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2382,2364,2377,2377,363469.0,"Front bumper:sheet_metal,exchange;Bumper:coating","Front bumper:sheet_metal,exchange;Bumper:coating"
2389,2364,2377,2377,363469.0,"Front bumper:sheet_metal,exchange;Bumper:coating","Front bumper:sheet_metal,exchange;Bumper:coating"
2402,2364,2398,2398,645364.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2429,2364,2375,2424,363906.0,"Front bumper:repair,coating;Bumper:exchange","Front bumper:repair,coating;Bumper:exchange"
2443,2364,2444,2444,122600.0,Wheel:exchange,Wheel:exchange
2444,2364,2444,2444,203200.0,Wheel:exchange;Wheel:exchange;Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange;Wheel:exchange;Wheel:exchange
2461,2364,2444,2444,634879.0,"Front bumper:sheet_metal,exchange;Bumper:coating","Front bumper:sheet_metal,exchange;Bumper:coating"
2472,2364,2444,2444,634879.0,"Front bumper:sheet_metal,exchange;Bumper:coating","Front bumper:sheet_metal,exchange;Bumper:coating"
2513,2513,2513,2513,11880.0,Wheel:exchange,Wheel:exchange
2526,2513,2525,2525,611869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2529,2513,2525,2525,1138620.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2530,2513,2525,2525,1138620.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2533,2513,2525,2525,611869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2542,2513,2525,2537,606680.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2543,2513,2525,2537,606680.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2552,2513,2525,2553,188063.0,Wheel:exchange,Wheel:exchange
2553,2513,2525,2553,1015000.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2554,2513,2525,2553,589918.0,Wheel:exchange,Wheel:exchange
2560,2513,2525,2553,794046.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2561,2513,2525,2553,794046.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2567,2513,2525,2553,589918.0,Wheel:exchange,Wheel:exchange
2571,2513,2569,2569,124000.0,"Front bumper:sheet_metal,exchange","Front bumper:sheet_metal,exchange"
2573,2513,2569,2569,628968.0,"Bumper:repair;Front bumper:exchange,coating","Bumper:repair;Front bumper:exchange,coating"
2577,2513,2569,2569,196900.0,Wheel:exchange,Wheel:exchange
2584,2513,2569,2569,529900.0,Wheel:exchange,Wheel:exchange
2609,2513,2569,2569,529900.0,Wheel:exchange,Wheel:exchange
2616,2513,2569,2569,196900.0,Wheel:exchange,Wheel:exchange
2620,2620,2620,2620,351157.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2621,2620,2620,2620,840019.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2622,2620,2620,2620,471129.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2624,2620,2620,2620,86000.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2628,2620,2620,2620,643719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2631,2620,2620,2620,277329.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2632,2620,2620,2620,1386825.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2639,2620,2620,2620,484222.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2640,2620,2620,2620,583301.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2643,2620,2620,2620,763518.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2646,2620,2620,2620,748462.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2647,2620,2620,2620,507539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2649,2620,2620,2620,1212839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2650,2620,2620,2620,190130.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2655,2620,2620,2620,255609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2658,2620,2620,2620,626540.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2659,2620,2620,2620,502950.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2660,2620,2620,2620,503010.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2661,2620,2620,2620,290769.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2668,2620,2620,2620,11970.0,Side mirror:exchange,Side mirror:exchange
2669,2620,2620,2620,4790.0,Side mirror:exchange,Side mirror:exchange
2673,2620,2620,2620,439749.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2680,2620,2620,2620,439749.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2684,2620,2620,2620,4790.0,Side mirror:exchange,Side mirror:exchange
2685,2620,2620,2620,11970.0,Side mirror:exchange,Side mirror:exchange
2692,2620,2620,2620,290769.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2693,2620,2620,2620,503010.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2694,2620,2620,2620,502950.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2695,2620,2620,2620,626540.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2698,2620,2620,2620,255609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2703,2620,2620,2620,190130.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2704,2620,2620,2620,1212839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2706,2620,2620,2620,507539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2707,2620,2620,2620,748462.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2710,2620,2620,2620,763518.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2713,2620,2620,2620,583301.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2714,2620,2620,2620,484222.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2726,2620,2722,2722,468147.0,Wheel:exchange,Wheel:exchange
2728,2620,2722,2722,115158.0,"Side mirror:exchange,coating","Side mirror:exchange,coating"
2731,2620,2722,2722,115158.0,"Side mirror:exchange,coating","Side mirror:exchange,coating"
2733,2620,2722,2722,468147.0,Wheel:exchange,Wheel:exchange
2787,2620,2787,2787,424900.0,Wheel:exchange,Wheel:exchange
2788,2620,2787,2787,109100.0,Wheel:exchange,Wheel:exchange
2795,2620,2787,2787,109100.0,Wheel:exchange,Wheel:exchange
2796,2620,2787,2787,424900.0,Wheel:exchange,Wheel:exchange
2798,2620,2799,2799,8890.0,Side mirror:exchange,Side mirror:exchange
2799,2620,2799,2799,8890.0,Side mirror:exchange,Side mirror:exchange
2801,2620,2802,2802,10500.0,Wheel:exchange,Wheel:exchange
2802,2620,2802,2802,10500.0,Wheel:exchange,Wheel:exchange
2804,2620,2802,2804,489739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2806,2620,2802,2804,319329.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2807,2620,2802,2804,319329.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2812,2620,2810,2810,613588.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2815,2620,2810,2810,613588.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2821,2620,2819,2819,475756.0,"Bumper:repair;Front bumper:exchange,coating","Bumper:repair;Front bumper:exchange,coating"
2823,2620,2819,2819,282245.0,Wheel:exchange,Wheel:exchange
2824,2620,2819,2819,282245.0,Wheel:exchange,Wheel:exchange
2826,2620,2819,2819,475756.0,"Bumper:repair;Front bumper:exchange,coating","Bumper:repair;Front bumper:exchange,coating"
2829,2828,2828,2828,678400.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2832,2828,2828,2828,394368.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
2834,2828,2828,2828,349400.0,Wheel:exchange,Wheel:exchange
2840,2828,2828,2828,689400.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2850,2828,2828,2828,1017100.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2851,2828,2828,2828,342600.0,Wheel:exchange,Wheel:exchange
2852,2828,2828,2828,524418.0,Wheel:exchange,Wheel:exchange
2853,2828,2828,2828,443220.0,Wheel:exchange,Wheel:exchange
2855,2828,2828,2828,23490.0,Wheel:exchange,Wheel:exchange
2856,2828,2828,2828,748260.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2859,2828,2828,2828,414070.0,Wheel:exchange,Wheel:exchange
2860,2828,2828,2828,919230.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2862,2828,2828,2828,341560.0,Wheel:exchange,Wheel:exchange
2870,2828,2828,2828,321160.0,Wheel:exchange,Wheel:exchange
2873,2828,2828,2828,321160.0,Wheel:exchange,Wheel:exchange
2881,2828,2828,2828,341560.0,Wheel:exchange,Wheel:exchange
2883,2828,2828,2828,919230.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2884,2828,2828,2828,414070.0,Wheel:exchange,Wheel:exchange
2887,2828,2828,2828,748260.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2888,2828,2828,2828,23490.0,Wheel:exchange,Wheel:exchange
2890,2828,2828,2828,443220.0,Wheel:exchange,Wheel:exchange
2891,2828,2828,2828,524418.0,Wheel:exchange,Wheel:exchange
2892,2828,2828,2828,342600.0,Wheel:exchange,Wheel:exchange
2893,2828,2828,2828,1017100.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2903,2828,2828,2828,689400.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
2910,2828,2908,2908,314240.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2911,2828,2908,2908,556919.0,Side mirror:exchange,Side mirror:exchange
2912,2828,2908,2908,381109.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2913,2828,2908,2908,587919.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2917,2828,2908,2908,826140.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2918,2828,2908,2908,406209.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2919,2828,2908,2908,408889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2921,2828,2908,2908,405969.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2922,2828,2908,2908,366949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2925,2828,2908,2908,896869.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2927,2828,2908,2908,486587.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2928,2828,2908,2908,486587.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2929,2828,2908,2908,574917.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2930,2828,2908,2908,432879.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2931,2828,2908,2908,357469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2932,2828,2908,2908,715169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2933,2828,2908,2908,512029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2935,2828,2908,2908,730007.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2936,2828,2908,2908,721657.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2937,2828,2908,2908,575649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2939,2828,2908,2908,575649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2940,2828,2908,2908,375499.0,Side mirror:exchange,Side mirror:exchange
2941,2828,2908,2908,375499.0,Side mirror:exchange,Side mirror:exchange
2946,2828,2908,2908,375499.0,Side mirror:exchange,Side mirror:exchange
2947,2828,2908,2908,375499.0,Side mirror:exchange,Side mirror:exchange
2948,2828,2908,2908,575649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2950,2828,2908,2908,575649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2951,2828,2908,2908,721657.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2952,2828,2908,2908,730007.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2954,2828,2908,2908,512029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2955,2828,2908,2908,715169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2956,2828,2908,2908,357469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2957,2828,2908,2908,432879.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2958,2828,2908,2908,574917.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2959,2828,2908,2908,486587.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2960,2828,2908,2908,486587.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
2962,2828,2908,2908,896869.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
2965,2828,2908,2908,366949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2966,2828,2908,2908,405969.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2968,2828,2908,2908,408889.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2969,2828,2908,2908,406209.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2970,2828,2908,2908,826140.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2980,2828,2975,2975,335309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
2983,2828,2975,2975,534800.0,Wheel:exchange,Wheel:exchange
2985,2828,2975,2975,91420.0,Wheel:exchange,Wheel:exchange
