,maker_num,model_num,detail_num,cost,exchange,repair
3,1,1,1,213559.0,"Bumper:coating,exchange","Bumper:coating,exchange"
4,1,1,1,548909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
9,1,1,1,195199.0,"Bumper:coating,exchange","Bumper:coating,exchange"
17,1,1,1,735318.0,"Bumper:coating,exchange","Bumper:coating,exchange"
23,1,1,1,260200.0,Wheel:exchange,Wheel:exchange
27,1,1,1,421457.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
28,1,1,1,333059.0,"Bumper:coating,exchange","Bumper:coating,exchange"
30,1,1,1,852422.0,"Bumper:coating,exchange","Bumper:coating,exchange"
45,1,1,1,852422.0,"Bumper:coating,exchange","Bumper:coating,exchange"
47,1,1,1,333059.0,"Bumper:coating,exchange","Bumper:coating,exchange"
48,1,1,1,421457.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
52,1,1,1,260200.0,Wheel:exchange,Wheel:exchange
58,1,1,1,735318.0,"Bumper:coating,exchange","Bumper:coating,exchange"
64,1,1,64,225029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
65,1,1,64,300649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
69,1,1,64,350999.0,"Bumper:coating,exchange","Bumper:coating,exchange"
70,1,1,64,436619.0,"Bumper:coating,exchange","Bumper:coating,exchange"
71,1,1,64,566399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
74,1,1,64,432909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
75,1,1,64,432909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
76,1,1,64,303849.0,"Bumper:coating,exchange","Bumper:coating,exchange"
77,1,1,64,930319.0,"Bumper:coating,exchange","Bumper:coating,exchange"
78,1,1,64,612539.0,"Bumper:coating,exchange","Bumper:coating,exchange"
79,1,1,64,404719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
82,1,1,64,590829.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
86,1,1,64,1180008.0,"Bumper:coating,exchange","Bumper:coating,exchange"
87,1,1,64,322609.0,"Bumper:coating,exchange","Bumper:coating,exchange"
88,1,1,64,717429.0,Side mirror:exchange,Side mirror:exchange
91,1,1,64,244689.0,"Bumper:coating,exchange","Bumper:coating,exchange"
92,1,1,64,625399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
93,1,1,64,330169.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
95,1,1,64,483709.0,"Bumper:coating,exchange","Bumper:coating,exchange"
96,1,1,64,349399.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
99,1,1,64,8540.0,Side mirror:exchange,Side mirror:exchange
100,1,1,64,461769.0,"Bumper:coating,exchange","Bumper:coating,exchange"
101,1,1,64,578719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
102,1,1,64,375950.0,"Bumper:coating,exchange","Bumper:coating,exchange"
103,1,1,64,349099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
104,1,1,64,321169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
105,1,1,64,424637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
106,1,1,64,481004.0,"Bumper:coating,exchange","Bumper:coating,exchange"
108,1,1,64,630981.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
109,1,1,64,485142.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
115,1,1,64,441909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
117,1,1,64,409739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
119,1,1,64,587819.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
124,1,1,64,327949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
125,1,1,64,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
126,1,1,64,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
128,1,1,64,456369.0,"Bumper:coating,exchange","Bumper:coating,exchange"
129,1,1,64,480649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
130,1,1,64,367429.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
132,1,1,64,610887.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
134,1,1,64,468619.0,"Bumper:coating,exchange","Bumper:coating,exchange"
136,1,1,64,408957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
137,1,1,64,175519.0,"Bumper:coating,exchange","Bumper:coating,exchange"
140,1,1,64,286099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
141,1,1,64,603289.0,"Bumper:coating,exchange","Bumper:coating,exchange"
144,1,1,64,304839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
148,1,1,64,372729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
149,1,1,64,381549.0,"Bumper:coating,exchange","Bumper:coating,exchange"
150,1,1,64,449637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
151,1,1,64,256579.0,"Bumper:coating,exchange","Bumper:coating,exchange"
152,1,1,64,631349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
154,1,1,64,474729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
156,1,1,64,154929.0,"Bumper:coating,exchange","Bumper:coating,exchange"
158,1,1,64,345489.0,"Bumper:coating,exchange","Bumper:coating,exchange"
159,1,1,64,345489.0,"Bumper:coating,exchange","Bumper:coating,exchange"
161,1,1,64,154929.0,"Bumper:coating,exchange","Bumper:coating,exchange"
163,1,1,64,474729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
165,1,1,64,631349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
166,1,1,64,256579.0,"Bumper:coating,exchange","Bumper:coating,exchange"
167,1,1,64,449637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
168,1,1,64,381549.0,"Bumper:coating,exchange","Bumper:coating,exchange"
169,1,1,64,372729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
173,1,1,64,304839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
176,1,1,64,603289.0,"Bumper:coating,exchange","Bumper:coating,exchange"
177,1,1,64,286099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
180,1,1,64,175519.0,"Bumper:coating,exchange","Bumper:coating,exchange"
181,1,1,64,408957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
183,1,1,64,468619.0,"Bumper:coating,exchange","Bumper:coating,exchange"
185,1,1,64,610887.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
187,1,1,64,367429.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
188,1,1,64,480649.0,"Bumper:coating,exchange","Bumper:coating,exchange"
189,1,1,64,456369.0,"Bumper:coating,exchange","Bumper:coating,exchange"
191,1,1,64,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
192,1,1,64,589072.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
193,1,1,64,327949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
198,1,1,64,587819.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
200,1,1,64,409739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
202,1,1,64,441909.0,"Bumper:coating,exchange","Bumper:coating,exchange"
208,1,1,64,485142.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
209,1,1,64,630981.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
211,1,1,64,481004.0,"Bumper:coating,exchange","Bumper:coating,exchange"
212,1,1,64,424637.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
213,1,1,64,321169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
214,1,1,64,349099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
215,1,1,64,375950.0,"Bumper:coating,exchange","Bumper:coating,exchange"
221,1,1,217,657529.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
223,1,1,217,246690.0,"Bumper:coating,exchange","Bumper:coating,exchange"
224,1,1,217,606869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
226,1,1,217,622169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
227,1,1,217,648309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
239,1,1,217,311829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
240,1,1,217,250309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
242,1,1,217,330349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
245,1,1,217,330349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
247,1,1,217,250309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
248,1,1,217,311829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
260,1,1,217,648309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
261,1,1,217,622169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
310,1,263,296,174160.0,Wheel:exchange,Wheel:exchange
328,1,263,296,241417.0,Wheel:exchange,Wheel:exchange
329,1,263,296,241417.0,Wheel:exchange,Wheel:exchange
347,1,263,296,174160.0,Wheel:exchange,Wheel:exchange
354,1,263,351,284318.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
377,1,263,351,360070.0,Wheel:exchange,Wheel:exchange
392,1,263,351,360070.0,Wheel:exchange,Wheel:exchange
408,1,263,409,349578.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
413,1,410,410,221240.0,Wheel:exchange,Wheel:exchange
414,1,410,410,521690.0,Wheel:exchange,Wheel:exchange
456,1,457,457,384229.0,"Bumper:coating,exchange","Bumper:coating,exchange"
457,1,457,457,809912.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
460,1,457,457,809912.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
478,1,462,478,355169.0,"Bumper:coating,exchange","Bumper:coating,exchange"
480,1,462,478,374559.0,"Bumper:coating,exchange","Bumper:coating,exchange"
483,1,462,478,248819.0,"Bumper:coating,exchange","Bumper:coating,exchange"
486,1,462,478,364249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
487,1,462,478,765469.0,"Bumper:coating,exchange","Bumper:coating,exchange"
493,1,462,478,555349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
494,1,462,478,738949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
495,1,462,478,360179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
496,1,462,478,462179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
497,1,462,478,368419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
498,1,462,478,390687.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
501,1,462,478,784729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
503,1,462,478,986639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
505,1,462,478,679182.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
518,1,462,478,679182.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
520,1,462,478,986639.0,"Bumper:coating,exchange","Bumper:coating,exchange"
522,1,462,478,784729.0,"Bumper:coating,exchange","Bumper:coating,exchange"
525,1,462,478,390687.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
526,1,462,478,368419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
527,1,462,478,462179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
528,1,462,478,360179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
529,1,462,478,738949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
530,1,462,478,555349.0,"Bumper:coating,exchange","Bumper:coating,exchange"
580,1,572,572,74620.0,Wheel:exchange,Wheel:exchange
598,1,572,572,601540.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
607,1,572,572,209060.0,Wheel:exchange,Wheel:exchange
610,1,572,572,246280.0,Wheel:exchange,Wheel:exchange
616,1,572,572,230030.0,Wheel:exchange,Wheel:exchange
617,1,572,572,230030.0,Wheel:exchange,Wheel:exchange
623,1,572,572,246280.0,Wheel:exchange,Wheel:exchange
626,1,572,572,209060.0,Wheel:exchange,Wheel:exchange
635,1,572,572,601540.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
642,1,572,643,358819.0,"Bumper:coating,exchange","Bumper:coating,exchange"
643,1,572,643,473409.0,"Bumper:coating,exchange","Bumper:coating,exchange"
644,1,572,643,391089.0,"Bumper:coating,exchange","Bumper:coating,exchange"
647,1,572,643,490000.0,"Bumper:coating,exchange","Bumper:coating,exchange"
649,1,572,643,386149.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
651,1,572,643,426159.0,"Bumper:coating,exchange","Bumper:coating,exchange"
652,1,572,643,685929.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
654,1,572,643,365987.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
655,1,572,643,644692.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
656,1,572,643,2267699.0,"Bumper:coating,exchange","Bumper:coating,exchange"
657,1,572,643,168500.0,Wheel:exchange,Wheel:exchange
658,1,572,643,168500.0,Wheel:exchange,Wheel:exchange
659,1,572,643,2267699.0,"Bumper:coating,exchange","Bumper:coating,exchange"
660,1,572,643,644692.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
661,1,572,643,365987.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
663,1,572,643,685929.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
664,1,572,643,426159.0,"Bumper:coating,exchange","Bumper:coating,exchange"
667,1,666,666,23240.0,Side mirror:exchange,Side mirror:exchange
673,1,666,666,344359.0,"Bumper:coating,exchange","Bumper:coating,exchange"
675,1,666,666,398429.0,"Bumper:coating,exchange","Bumper:coating,exchange"
694,1,666,666,359230.0,Wheel:exchange,Wheel:exchange
697,1,666,666,155091.0,Wheel:exchange,Wheel:exchange
706,1,666,666,600319.0,"Bumper:coating,exchange","Bumper:coating,exchange"
707,1,666,666,651812.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
709,1,666,666,645957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
710,1,666,666,327509.0,"Bumper:coating,exchange","Bumper:coating,exchange"
712,1,666,666,1417829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
721,1,666,666,362594.0,Wheel:exchange,Wheel:exchange
722,1,666,666,106764.0,Wheel:exchange,Wheel:exchange
723,1,666,666,419709.0,"Bumper:coating,exchange","Bumper:coating,exchange"
724,1,666,666,639767.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
725,1,666,666,474439.0,"Bumper:coating,exchange","Bumper:coating,exchange"
730,1,666,666,474439.0,"Bumper:coating,exchange","Bumper:coating,exchange"
731,1,666,666,639767.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
732,1,666,666,419709.0,"Bumper:coating,exchange","Bumper:coating,exchange"
733,1,666,666,106764.0,Wheel:exchange,Wheel:exchange
734,1,666,666,362594.0,Wheel:exchange,Wheel:exchange
743,1,666,666,1417829.0,"Bumper:coating,exchange","Bumper:coating,exchange"
745,1,666,666,327509.0,"Bumper:coating,exchange","Bumper:coating,exchange"
746,1,666,666,645957.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
748,1,666,666,651812.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
749,1,666,666,600319.0,"Bumper:coating,exchange","Bumper:coating,exchange"
758,1,666,666,155091.0,Wheel:exchange,Wheel:exchange
761,1,666,666,359230.0,Wheel:exchange,Wheel:exchange
764,1,666,764,173059.0,"Bumper:coating,exchange","Bumper:coating,exchange"
766,1,666,764,376309.0,"Bumper:coating,exchange","Bumper:coating,exchange"
768,1,666,764,546009.0,"Bumper:coating,exchange","Bumper:coating,exchange"
771,1,666,764,223060.0,Wheel:exchange,Wheel:exchange
772,1,666,764,274280.0,"Bumper:coating,exchange","Bumper:coating,exchange"
773,1,666,764,572681.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
778,1,666,764,281589.0,"Bumper:coating,exchange","Bumper:coating,exchange"
779,1,666,764,248209.0,Side mirror:exchange,Side mirror:exchange
782,1,666,764,248209.0,Side mirror:exchange,Side mirror:exchange
783,1,666,764,281589.0,"Bumper:coating,exchange","Bumper:coating,exchange"
788,1,666,764,572681.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
789,1,666,764,274280.0,"Bumper:coating,exchange","Bumper:coating,exchange"
790,1,666,764,223060.0,Wheel:exchange,Wheel:exchange
794,1,793,793,416522.0,"Front bumper:coating,exchange;Bumper:exchange","Front bumper:coating,exchange;Bumper:exchange"
797,1,793,793,378130.0,"Wheel:exchange;Wheel:exchange,repair","Wheel:exchange;Wheel:exchange,repair"
802,1,793,793,473271.0,"Front bumper:repair,coating;Bumper:exchange","Front bumper:repair,coating;Bumper:exchange"
811,1,793,793,473271.0,"Front bumper:repair,coating;Bumper:exchange","Front bumper:repair,coating;Bumper:exchange"
819,1,793,817,54130.0,Side mirror:exchange,Side mirror:exchange
830,1,793,817,394341.0,Wheel:exchange,Wheel:exchange
835,1,793,817,394341.0,Wheel:exchange,Wheel:exchange
845,1,846,846,244239.0,"Bumper:coating,exchange","Bumper:coating,exchange"
846,1,846,846,462719.0,"Bumper:coating,exchange","Bumper:coating,exchange"
847,1,846,846,312179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
850,1,846,846,368869.0,"Bumper:coating,exchange","Bumper:coating,exchange"
851,1,846,846,518099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
852,1,846,846,514579.0,"Bumper:coating,exchange","Bumper:coating,exchange"
853,1,846,846,589179.0,"Bumper:coating,exchange","Bumper:coating,exchange"
854,1,846,846,404579.0,"Bumper:coating,exchange","Bumper:coating,exchange"
855,1,846,846,245429.0,"Bumper:coating,exchange","Bumper:coating,exchange"
856,1,846,846,336949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
857,1,846,846,336949.0,"Bumper:coating,exchange","Bumper:coating,exchange"
858,1,846,846,633469.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
859,1,846,846,609739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
860,1,846,846,20290.0,Side mirror:exchange,Side mirror:exchange
862,1,846,846,360317.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
863,1,846,846,721013.0,"Bumper:coating,exchange","Bumper:coating,exchange"
865,1,846,846,762317.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
867,1,846,846,534689.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
869,1,846,846,331099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
870,1,846,846,372669.0,"Bumper:coating,exchange","Bumper:coating,exchange"
871,1,846,846,531797.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
872,1,846,846,298029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
873,1,846,846,536839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
874,1,846,846,331099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
875,1,846,846,331099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
876,1,846,846,536839.0,"Bumper:coating,exchange","Bumper:coating,exchange"
877,1,846,846,298029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
878,1,846,846,531797.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
879,1,846,846,372669.0,"Bumper:coating,exchange","Bumper:coating,exchange"
880,1,846,846,331099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
882,1,846,846,534689.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
884,1,846,846,762317.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
886,1,846,846,721013.0,"Bumper:coating,exchange","Bumper:coating,exchange"
887,1,846,846,360317.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
889,1,846,846,20290.0,Side mirror:exchange,Side mirror:exchange
890,1,846,846,609739.0,"Bumper:coating,exchange","Bumper:coating,exchange"
891,1,846,846,633469.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
892,1,893,893,810833.0,"Bumper:coating,exchange","Bumper:coating,exchange"
894,1,893,893,414119.0,"Bumper:coating,exchange","Bumper:coating,exchange"
895,1,893,893,203859.0,"Bumper:coating,exchange","Bumper:coating,exchange"
898,1,893,893,555449.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
904,1,893,893,262119.0,"Bumper:coating,exchange","Bumper:coating,exchange"
905,1,893,893,293419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
907,1,893,893,549154.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
908,1,893,893,562607.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
909,1,893,893,511388.0,"Bumper:coating,exchange","Bumper:coating,exchange"
910,1,893,893,467629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
915,1,893,893,598402.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
918,1,893,893,280019.0,"Bumper:coating,exchange","Bumper:coating,exchange"
920,1,893,893,234259.0,"Bumper:coating,exchange","Bumper:coating,exchange"
921,1,893,893,234259.0,"Bumper:coating,exchange","Bumper:coating,exchange"
923,1,893,893,280019.0,"Bumper:coating,exchange","Bumper:coating,exchange"
926,1,893,893,598402.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
931,1,893,893,467629.0,"Bumper:coating,exchange","Bumper:coating,exchange"
932,1,893,893,511388.0,"Bumper:coating,exchange","Bumper:coating,exchange"
933,1,893,893,562607.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
934,1,893,893,549154.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
936,1,893,893,293419.0,"Bumper:coating,exchange","Bumper:coating,exchange"
941,1,938,938,93610.0,Wheel:exchange,Wheel:exchange
942,1,938,938,409370.0,Wheel:exchange,Wheel:exchange
949,1,938,938,409370.0,Wheel:exchange,Wheel:exchange
953,1,951,951,54940.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
963,1,951,951,80850.0,Wheel:exchange,Wheel:exchange
966,1,951,951,434028.0,"Bumper:repair;Front bumper:exchange,coating","Bumper:repair;Front bumper:exchange,coating"
970,1,951,951,84090.0,Wheel:exchange,Wheel:exchange
973,1,951,951,269650.0,Wheel:exchange,Wheel:exchange
977,1,951,951,698530.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
983,1,951,951,423160.0,Wheel:exchange,Wheel:exchange
990,1,951,951,415788.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1001,1,951,951,463120.0,Wheel:exchange,Wheel:exchange
1010,1,951,951,97310.0,Wheel:exchange,Wheel:exchange
1016,1,951,951,97310.0,Wheel:exchange,Wheel:exchange
1018,1,951,951,157703.0,Wheel:exchange,Wheel:exchange
1020,1,951,951,294740.0,Wheel:exchange,Wheel:exchange
1043,1,951,951,396369.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1044,1,951,951,432941.0,Wheel:exchange,Wheel:exchange
1045,1,951,951,396369.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1046,1,951,951,396369.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1047,1,951,951,432941.0,Wheel:exchange,Wheel:exchange
1048,1,951,951,396369.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1071,1,951,951,294740.0,Wheel:exchange,Wheel:exchange
1073,1,951,951,157703.0,Wheel:exchange,Wheel:exchange
1075,1,951,951,97310.0,Wheel:exchange,Wheel:exchange
1081,1,951,951,97310.0,Wheel:exchange,Wheel:exchange
1090,1,951,951,463120.0,Wheel:exchange,Wheel:exchange
1101,1,951,951,415788.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating"
1123,1,410,1112,185400.0,Wheel:exchange,Wheel:exchange
1140,1,410,1112,292780.0,Wheel:exchange,Wheel:exchange
1143,1,410,1112,290418.0,"Front bumper:coating,exchange","Front bumper:coating,exchange"
1165,1,410,1112,872920.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
1226,1,410,1112,872920.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange
1245,1,552,1243,697199.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1246,1,552,1243,403529.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1248,1,552,1243,371479.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1252,1,552,1243,61440.0,Wheel:exchange,Wheel:exchange
1254,1,552,1243,185050.0,Wheel:exchange,Wheel:exchange
1262,1,552,1243,518099.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1263,1,552,1243,700969.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange"
1274,1,552,1243,525776.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1275,1,552,1243,412128.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1282,1,552,1243,319232.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1283,1,552,1243,546249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1284,1,552,1243,396542.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1286,1,552,1243,371239.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1287,1,552,1243,286999.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1288,1,552,1243,171029.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1289,1,552,1243,479378.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1290,1,552,1243,554812.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1291,1,552,1243,437238.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1300,1,552,1243,146780.0,Wheel:exchange,Wheel:exchange
1306,1,552,1243,524069.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1307,1,552,1243,299127.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange"
1309,1,552,1243,320249.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1310,1,552,1243,808429.0,"Bumper:coating,exchange","Bumper:coating,exchange"
1311,1,552,1243,261399.0,"Bumper:coating,exchange","Bumper:coating,exchange"
